sucursal,codigo,uc,p1,p2,p3,m1,m2,m3
O,0120550,156.12,292.00,292.00,292.00,46.53,46.53,46.53
O,0120555,195.15,292.00,292.00,292.00,33.17,33.17,33.17
O,0120560,156.12,292.00,292.00,292.00,46.53,46.53,46.53
O,0120565,156.12,292.00,292.00,292.00,46.53,46.53,46.53
O,0120570,43.38,61.50,61.50,61.50,29.46,29.46,29.46
O,0120572,43.38,61.50,61.50,61.50,29.46,29.46,29.46
O,0120575,100.08,142.50,142.50,142.50,29.77,29.77,29.77
O,0120577,0.00,157.00,157.00,157.00,100.00,100.00,100.00
O,0120580,100.08,157.00,157.00,157.00,36.25,36.25,36.25
O,0120585,0.00,184.00,184.00,184.00,100.00,100.00,100.00
O,0120590,129.48,184.00,184.00,184.00,29.63,29.63,29.63
O,0130505,0.00,196.17,196.17,169.11,100.00,100.00,100.00
O,0130510,191.34,389.76,389.76,336.00,50.91,50.91,43.05
O,0130515,268.00,528.96,528.96,456.00,49.33,49.33,41.23
O,0130520,0.00,835.20,835.20,720.00,100.00,100.00,100.00
O,0130525,266.40,786.50,786.50,678.00,66.13,66.13,60.71
O,0130530,789.64,1263.25,1263.25,1089.00,37.49,37.49,27.49
O,0130535,411.76,1767.85,1767.85,1524.00,76.71,76.71,72.98
O,0130540,0.00,264.48,264.48,228.00,100.00,100.00,100.00
O,0130545,206.24,528.96,528.96,456.00,61.01,61.01,54.77
O,0130550,191.64,570.72,570.72,492.00,66.42,66.42,61.05
O,0131005,0.00,285.00,285.00,285.00,100.00,100.00,100.00
O,0131010,395.72,466.72,466.72,456.00,15.21,15.21,13.22
O,0131015,415.53,667.08,667.08,651.74,37.71,37.71,36.24
O,0131020,282.56,464.45,464.45,453.74,39.16,39.16,37.73
O,0131025,298.32,667.08,667.08,651.74,55.28,55.28,54.23
O,0131030,296.28,464.45,464.45,453.74,36.21,36.21,34.70
O,0131035,331.68,667.08,667.08,651.74,50.28,50.28,49.11
O,0131040,337.66,464.45,464.45,453.74,27.30,27.30,25.58
O,0131045,392.16,667.08,667.08,651.74,41.21,41.21,39.83
O,0131050,296.04,464.45,464.45,453.74,36.26,36.26,34.76
O,0131055,404.16,667.08,667.08,651.74,39.41,39.41,37.99
O,0131060,394.74,466.72,466.72,456.00,15.42,15.42,13.43
O,0131065,392.14,667.08,667.08,651.74,41.22,41.22,39.83
O,0131070,337.68,464.45,464.45,453.74,27.29,27.29,25.58
O,0131075,149.56,667.08,667.08,651.74,77.58,77.58,77.05
O,0131077,167.28,417.60,417.60,360.00,59.94,59.94,53.53
O,0131080,211.92,337.76,337.76,330.00,37.26,37.26,35.78
O,0131085,295.04,489.76,489.76,478.50,39.76,39.76,38.34
O,0131090,149.28,405.31,405.31,396.00,63.17,63.17,62.30
O,0131095,140.30,270.21,270.21,264.00,48.08,48.08,46.86
O,0131100,140.40,405.31,405.31,396.00,65.36,65.36,64.55
O,0131105,228.54,270.21,270.21,264.00,15.42,15.42,13.43
O,0131115,192.06,405.31,405.31,396.00,52.61,52.61,51.50
O,0131120,162.64,270.21,270.21,264.00,39.81,39.81,38.39
O,0131125,140.40,405.31,405.31,396.00,65.36,65.36,64.55
O,0131130,92.25,270.21,270.21,264.00,65.86,65.86,65.06
O,0131135,176.60,405.31,405.31,396.00,56.43,56.43,55.40
O,0131140,164.07,270.21,270.21,264.00,39.28,39.28,37.85
O,0131145,176.61,405.31,405.31,396.00,56.43,56.43,55.40
O,0131150,228.53,270.21,270.21,264.00,15.43,15.43,13.44
O,0131500,145.44,227.98,227.98,222.74,36.20,36.20,34.70
O,0131505,249.34,405.31,405.31,396.00,38.48,38.48,37.04
O,0131510,218.16,380.75,380.75,372.00,42.70,42.70,41.35
O,0131515,0.00,292.32,292.32,252.00,100.00,100.00,100.00
O,0131520,0.00,292.32,292.32,252.00,100.00,100.00,100.00
O,0131525,0.00,292.32,292.32,252.00,100.00,100.00,100.00
O,0131527,0.00,379.98,379.98,371.25,100.00,100.00,100.00
O,0131530,242.44,574.20,574.20,561.00,57.78,57.78,56.78
O,0131535,275.28,582.64,582.64,569.25,52.75,52.75,51.64
O,0132005,163.73,261.76,261.76,255.74,37.45,37.45,35.98
O,0132010,223.35,264.07,264.07,258.00,15.42,15.42,13.43
O,0132015,184.44,261.76,261.76,255.74,29.54,29.54,27.88
O,0132020,223.36,264.07,264.07,258.00,15.42,15.42,13.43
O,0132035,262.72,455.98,455.98,445.50,42.38,42.38,41.03
O,0132040,322.08,455.98,455.98,445.50,29.37,29.37,27.70
O,0132045,262.84,455.98,455.98,445.50,42.36,42.36,41.00
O,0132050,262.82,455.98,455.98,445.50,42.36,42.36,41.01
O,0132065,217.08,540.42,540.42,528.00,59.83,59.83,58.89
O,0132070,231.88,557.30,557.30,544.49,58.39,58.39,57.41
O,0132075,353.24,540.42,540.42,528.00,34.64,34.64,33.10
O,0132080,358.40,557.30,557.30,544.49,35.69,35.69,34.18
O,0132085,399.92,540.42,540.42,528.00,26.00,26.00,24.26
O,0132090,280.52,557.30,557.30,544.49,49.66,49.66,48.48
O,0132095,399.84,540.42,540.42,528.00,26.01,26.01,24.27
O,0132100,415.56,558.84,558.84,546.00,25.64,25.64,23.89
O,0132105,0.00,540.42,540.42,528.00,100.00,100.00,100.00
O,0132110,0.00,557.30,557.30,544.49,100.00,100.00,100.00
O,0132115,0.00,557.30,557.30,528.00,100.00,100.00,100.00
O,0132120,0.00,557.30,557.30,544.49,100.00,100.00,100.00
O,0134005,63.80,179.15,179.15,175.03,64.39,64.39,63.55
O,0134010,151.54,179.15,179.15,175.03,15.41,15.41,13.42
O,0134015,151.54,179.15,179.15,175.03,15.41,15.41,13.42
O,0134020,63.80,179.15,179.15,175.03,64.39,64.39,63.55
O,0134025,151.53,179.15,179.15,175.03,15.42,15.42,13.43
O,0134030,63.30,214.30,214.30,209.37,70.46,70.46,69.77
O,0134035,63.30,214.30,214.30,209.37,70.46,70.46,69.77
O,0134040,63.30,214.30,214.30,209.37,70.46,70.46,69.77
O,0134045,63.32,214.30,214.30,209.37,70.45,70.45,69.76
O,0134050,0.00,243.00,243.00,243.00,100.00,100.00,100.00
O,0134055,110.03,304.23,304.23,297.24,63.83,63.83,62.98
O,0134060,110.42,304.23,304.23,297.24,63.71,63.71,62.85
O,0134065,110.08,304.23,304.23,297.24,63.82,63.82,62.97
O,0134070,110.02,304.23,304.23,297.24,63.84,63.84,62.99
O,0134075,0.00,304.23,304.23,297.24,100.00,100.00,100.00
O,0134105,77.62,214.30,214.30,209.37,63.78,63.78,62.93
O,0134110,77.60,214.30,214.30,209.37,63.79,63.79,62.94
O,0134115,77.56,214.30,214.30,209.37,63.81,63.81,62.96
O,0134120,81.42,214.30,214.30,209.37,62.01,62.01,61.11
O,0134125,77.58,214.30,214.30,209.37,63.80,63.80,62.95
O,0134150,110.00,304.23,304.23,297.24,63.84,63.84,62.99
O,0134155,110.03,304.23,304.23,297.24,63.83,63.83,62.98
O,0134160,110.01,304.23,304.23,297.24,63.84,63.84,62.99
O,0134165,0.00,304.23,304.23,297.24,100.00,100.00,100.00
O,0134170,103.95,304.23,304.23,297.24,65.83,65.83,65.03
O,0134205,123.36,245.64,245.64,240.00,49.78,49.78,48.60
O,0134210,108.00,245.64,245.64,240.00,56.03,56.03,55.00
O,0134215,181.56,245.64,245.64,240.00,26.09,26.09,24.35
O,0134220,101.80,245.64,245.64,240.00,58.56,58.56,57.58
O,0134225,101.80,245.64,245.64,240.00,58.56,58.56,57.58
O,0134230,0.00,245.64,245.64,240.00,100.00,100.00,100.00
O,0134235,0.00,245.64,245.64,240.00,100.00,100.00,100.00
O,0134250,0.00,84.82,84.82,84.82,100.00,100.00,100.00
O,0134305,353.28,417.60,417.60,408.00,15.40,15.40,13.41
O,0134310,536.72,634.58,634.58,620.00,15.42,15.42,13.43
O,0134505,152.64,489.76,489.76,478.50,68.83,68.83,68.10
O,0134510,414.30,489.76,489.76,478.50,15.41,15.41,13.42
O,0134515,152.64,489.76,489.76,478.50,68.83,68.83,68.10
O,0134520,414.40,489.76,489.76,478.50,15.39,15.39,13.40
O,0134525,414.26,489.76,489.76,478.50,15.42,15.42,13.43
O,0135005,21.66,245.64,245.64,240.00,91.18,91.18,90.98
O,0135010,82.86,245.64,245.64,240.00,66.27,66.27,65.48
O,0135015,82.80,245.64,245.64,240.00,66.29,66.29,65.50
O,0135020,40.84,245.64,245.64,240.00,83.37,83.37,82.98
O,0135050,181.28,214.30,214.30,209.37,15.41,15.41,13.42
O,0135055,77.66,214.30,214.30,209.37,63.76,63.76,62.91
O,0135060,77.58,214.30,214.30,209.37,63.80,63.80,62.95
O,0135065,77.92,214.30,214.30,209.37,63.64,63.64,62.78
O,0135505,228.56,270.21,270.21,264.00,15.41,15.41,13.42
O,0135510,342.81,405.31,405.31,396.00,15.42,15.42,13.43
O,0135515,275.36,388.43,388.43,379.50,29.11,29.11,27.44
O,0135520,187.52,523.55,523.55,512.00,64.18,64.18,63.38
O,0135525,301.25,356.18,356.18,348.00,15.42,15.42,13.43
O,0135530,187.08,489.76,489.76,478.50,61.80,61.80,60.90
O,0136005,203.52,439.09,439.09,429.00,53.65,53.65,52.56
O,0136010,238.84,489.76,489.76,478.50,51.23,51.23,50.09
O,0136505,157.20,270.21,270.21,264.00,41.82,41.82,40.45
O,0136510,149.57,193.44,193.44,189.00,22.68,22.68,20.86
O,0136515,162.00,270.21,270.21,264.00,40.05,40.05,38.64
O,0136520,137.23,193.44,193.44,189.00,29.06,29.06,27.39
O,0136525,213.00,270.21,270.21,264.00,21.17,21.17,19.32
O,0136530,137.14,193.44,193.44,189.00,29.10,29.10,27.44
O,0140505,671.95,934.00,934.00,934.00,28.06,28.06,28.06
O,0140510,1400.00,1945.00,1945.00,1945.00,28.02,28.02,28.02
O,0140515,1439.99,2000.00,2000.00,2000.00,28.00,28.00,28.00
O,0140520,3000.00,4167.00,4167.00,4167.00,28.01,28.01,28.01
O,0141005,840.00,1168.00,1168.00,1168.00,28.08,28.08,28.08
O,0141010,1750.00,2431.00,2431.00,2431.00,28.01,28.01,28.01
O,0141505,963.97,2917.00,2917.00,2917.00,66.95,66.95,66.95
O,0141510,1547.21,2168.00,2168.00,2168.00,28.63,28.63,28.63
O,0150510,235.06,345.38,345.38,345.38,31.94,31.94,31.94
O,0170510,382.62,396.87,396.87,396.87,3.59,3.59,3.59
O,0170515,361.43,374.87,374.87,374.87,3.59,3.59,3.59
O,0170516,1710.72,1905.00,1905.00,1905.00,10.20,10.20,10.20
O,0170517,826.50,969.00,969.00,969.00,14.71,14.71,14.71
O,0170518,2474.42,2750.00,2750.00,2750.00,10.02,10.02,10.02
O,0170519,911.72,1469.00,1469.00,1469.00,37.94,37.94,37.94
O,0170520,1161.60,1802.00,1802.00,1802.00,35.54,35.54,35.54
O,0170525,678.68,2267.00,2267.00,2267.00,70.06,70.06,70.06
O,0170550,436.40,794.00,794.00,794.00,45.04,45.04,45.04
O,0170555,540.00,1020.00,1020.00,1020.00,47.06,47.06,47.06
O,0170560,2250.00,2647.00,2647.00,2647.00,15.00,15.00,15.00
O,0170565,364.32,451.00,451.00,451.00,19.22,19.22,19.22
O,0170570,525.00,627.00,627.00,627.00,16.27,16.27,16.27
O,0170580,382.55,451.00,451.00,451.00,15.18,15.18,15.18
O,0170585,532.49,627.00,627.00,627.00,15.07,15.07,15.07
O,0180500,197.04,367.50,367.50,367.50,46.38,46.38,46.38
O,0180505,301.08,688.36,688.36,688.36,56.26,56.26,56.26
O,0190505,1083.12,1444.00,1444.00,1444.00,24.99,24.99,24.99
O,0190510,1083.12,1444.00,1444.00,1444.00,24.99,24.99,24.99
O,0190515,1018.56,1358.00,1358.00,1358.00,25.00,25.00,25.00
O,0190520,1192.32,1590.00,1590.00,1590.00,25.01,25.01,25.01
O,0190525,1192.32,1590.00,1590.00,1590.00,25.01,25.01,25.01
O,0200505,0.00,17.00,17.00,17.00,100.00,100.00,100.00
O,0200510,0.00,765.00,765.00,765.00,100.00,100.00,100.00
O,0200515,0.00,1067.00,1067.00,1067.00,100.00,100.00,100.00
O,0200517,0.00,1346.00,1346.00,1346.00,100.00,100.00,100.00
O,0200520,12.09,18.00,18.00,18.00,32.83,32.83,32.83
O,0200525,551.04,808.00,808.00,808.00,31.80,31.80,31.80
O,0200530,0.00,926.00,926.00,926.00,100.00,100.00,100.00
O,0200535,0.00,880.00,880.00,880.00,100.00,100.00,100.00
O,0200545,0.00,768.00,768.00,768.00,100.00,100.00,100.00
O,0200550,0.00,658.00,658.00,658.00,100.00,100.00,100.00
O,0200555,0.00,140.00,140.00,140.00,100.00,100.00,100.00
O,0200560,94.05,188.00,188.00,188.00,49.97,49.97,49.97
O,0200562,0.00,23.55,23.55,23.55,100.00,100.00,100.00
O,0200565,94.05,188.00,188.00,188.00,49.97,49.97,49.97
O,0200567,94.05,188.00,188.00,188.00,49.97,49.97,49.97
O,0200570,0.00,726.00,726.00,726.00,100.00,100.00,100.00
O,0200575,0.00,783.00,783.00,783.00,100.00,100.00,100.00
O,0200580,0.00,363.89,363.89,363.89,100.00,100.00,100.00
O,0200585,640.22,1280.00,1280.00,1280.00,49.98,49.98,49.98
O,0200590,0.00,456.00,456.00,456.00,100.00,100.00,100.00
O,0210505,177.33,253.00,253.00,253.00,29.91,29.91,29.91
O,0210510,131.56,220.00,220.00,220.00,40.20,40.20,40.20
O,0210512,0.00,384.00,384.00,384.00,100.00,100.00,100.00
O,0210515,225.17,360.00,360.00,360.00,37.45,37.45,37.45
O,0210520,0.00,384.00,384.00,384.00,100.00,100.00,100.00
O,0210550,202.96,434.00,434.00,434.00,53.24,53.24,53.24
O,0210555,311.92,434.00,434.00,434.00,28.13,28.13,28.13
O,0210556,312.00,434.00,434.00,434.00,28.11,28.11,28.11
O,0210557,312.00,434.00,434.00,434.00,28.11,28.11,28.11
O,0210558,312.01,434.00,434.00,434.00,28.11,28.11,28.11
O,0210559,312.00,434.00,434.00,434.00,28.11,28.11,28.11
O,0210560,371.91,771.00,771.00,771.00,51.76,51.76,51.76
O,0210561,312.00,434.00,434.00,434.00,28.11,28.11,28.11
O,0210562,312.00,434.00,434.00,434.00,28.11,28.11,28.11
O,0210563,312.00,434.00,434.00,434.00,28.11,28.11,28.11
O,0210564,312.00,434.00,434.00,434.00,28.11,28.11,28.11
O,0210565,0.00,434.00,434.00,434.00,100.00,100.00,100.00
O,0210566,0.00,434.00,434.00,434.00,100.00,100.00,100.00
O,0210570,489.72,680.00,680.00,680.00,27.98,27.98,27.98
O,0210572,544.60,1000.00,1000.00,1000.00,45.54,45.54,45.54
O,0210575,0.00,781.00,781.00,781.00,100.00,100.00,100.00
O,0210580,619.00,1032.00,1032.00,1032.00,40.02,40.02,40.02
O,0210585,724.50,1157.00,1157.00,1157.00,37.38,37.38,37.38
O,0210595,195.00,271.00,271.00,271.00,28.04,28.04,28.04
O,0220505,390.00,555.00,555.00,555.00,29.73,29.73,29.73
O,0260505,1235.89,1648.00,1648.00,1648.00,25.01,25.01,25.01
O,0260510,1537.92,1920.00,1920.00,1920.00,19.90,19.90,19.90
O,0260515,1289.29,1720.00,1720.00,1720.00,25.04,25.04,25.04
O,0760505,116.32,120.60,120.60,120.60,3.55,3.55,3.55
O,0760510,103.20,144.72,144.72,144.72,28.69,28.69,28.69
O,0760520,0.00,262.00,262.00,262.00,100.00,100.00,100.00
O,0850505,0.00,410.00,410.00,410.00,100.00,100.00,100.00
O,0850510,0.00,376.00,376.00,376.00,100.00,100.00,100.00
O,0850515,0.00,320.00,320.00,320.00,100.00,100.00,100.00
O,0850525,0.00,429.50,429.50,429.50,100.00,100.00,100.00
O,0851005,0.00,877.00,877.00,877.00,100.00,100.00,100.00
O,0851505,0.00,399.00,399.00,399.00,100.00,100.00,100.00
O,0851510,0.00,615.00,615.00,615.00,100.00,100.00,100.00
O,0851515,0.00,842.00,842.00,842.00,100.00,100.00,100.00
O,0851520,0.00,574.00,574.00,574.00,100.00,100.00,100.00
O,0851525,0.00,997.00,997.00,997.00,100.00,100.00,100.00
O,0851535,0.00,394.00,394.00,394.00,100.00,100.00,100.00
O,0851540,0.00,605.00,605.00,605.00,100.00,100.00,100.00
O,0851545,0.00,763.00,763.00,763.00,100.00,100.00,100.00
O,0851550,0.00,464.00,464.00,464.00,100.00,100.00,100.00
O,0851555,0.00,750.00,750.00,750.00,100.00,100.00,100.00
O,0851585,0.00,515.00,515.00,515.00,100.00,100.00,100.00
O,0852010,0.00,435.00,435.00,435.00,100.00,100.00,100.00
O,0900508,690.00,727.50,727.50,727.50,5.15,5.15,5.15
O,0900555,193.68,582.00,582.00,582.00,66.72,66.72,66.72
O,0901005,320.00,376.00,376.00,376.00,14.89,14.89,14.89
O,1713695,112.32,136.60,136.60,136.60,17.77,17.77,17.77
O,2020101,92.05,125.44,125.44,125.44,26.62,26.62,26.62
O,2020201,231.64,240.00,240.00,240.00,3.48,3.48,3.48
O,2020202,73.00,240.00,240.00,240.00,69.58,69.58,69.58
O,2020204,0.00,77.96,77.96,77.96,100.00,100.00,100.00
O,2020205,0.00,385.00,385.00,385.00,100.00,100.00,100.00
O,2025005,0.00,320.00,320.00,320.00,100.00,100.00,100.00
O,2030106,365.47,460.00,460.00,460.00,20.55,20.55,20.55
O,2030113,374.22,476.00,476.00,476.00,21.38,21.38,21.38
O,2030125,258.99,460.00,460.00,460.00,43.70,43.70,43.70
O,2030131,408.37,525.00,525.00,525.00,22.22,22.22,22.22
O,2030155,229.89,288.00,288.00,288.00,20.18,20.18,20.18
O,2030160,200.76,282.00,282.00,282.00,28.81,28.81,28.81
O,2030200,254.81,310.00,310.00,310.00,17.80,17.80,17.80
O,2030202,494.72,619.00,619.00,619.00,20.08,20.08,20.08
O,2030205,279.36,358.00,358.00,358.00,21.97,21.97,21.97
O,2030210,448.14,560.00,560.00,560.00,19.97,19.97,19.97
O,2030215,397.70,498.00,498.00,498.00,20.14,20.14,20.14
O,2030218,237.65,297.00,297.00,297.00,19.98,19.98,19.98
O,2030219,237.65,297.00,297.00,297.00,19.98,19.98,19.98
O,2030220,237.69,297.00,297.00,297.00,19.97,19.97,19.97
O,2030222,237.66,297.00,297.00,297.00,19.98,19.98,19.98
O,2030225,448.14,560.00,560.00,560.00,19.97,19.97,19.97
O,2030230,211.52,265.00,265.00,265.00,20.18,20.18,20.18
O,2030232,324.26,481.00,481.00,481.00,32.59,32.59,32.59
O,2030235,184.30,405.00,405.00,405.00,54.49,54.49,54.49
O,2030237,0.00,147.00,147.00,147.00,100.00,100.00,100.00
O,2030240,384.12,481.00,481.00,481.00,20.14,20.14,20.14
O,2030242,0.00,124.06,124.06,124.06,100.00,100.00,100.00
O,2030243,0.00,124.06,124.06,124.06,100.00,100.00,100.00
O,2030244,116.40,288.00,288.00,288.00,59.58,59.58,59.58
O,2030245,323.98,405.00,405.00,405.00,20.00,20.00,20.00
O,2030246,0.00,385.00,385.00,385.00,100.00,100.00,100.00
O,2030255,309.43,3100.00,3100.00,3100.00,90.02,90.02,90.02
O,2030260,580.08,3007.00,3007.00,3007.00,80.71,80.71,80.71
O,2030270,0.00,54.58,54.58,54.58,100.00,100.00,100.00
O,2030275,0.00,461.00,461.00,461.00,100.00,100.00,100.00
O,2030280,0.00,288.00,288.00,288.00,100.00,100.00,100.00
O,2030281,0.00,170.00,170.00,170.00,100.00,100.00,100.00
O,2030285,410.00,510.00,510.00,510.00,19.61,19.61,19.61
O,2030290,0.00,510.00,510.00,510.00,100.00,100.00,100.00
O,2030305,225.04,1619.00,1619.00,1619.00,86.10,86.10,86.10
O,2030310,0.00,235.30,235.00,235.30,100.00,100.00,100.00
O,2030315,698.40,3153.00,3153.00,3153.00,77.85,77.85,77.85
O,2030320,460.72,3183.00,3183.00,3183.00,85.53,85.53,85.53
O,2030325,0.00,2473.00,2473.00,2473.00,100.00,100.00,100.00
O,2030330,0.00,187.90,187.90,187.90,100.00,100.00,100.00
O,2030410,324.95,655.00,655.00,655.00,50.39,50.39,50.39
O,2030415,225.16,491.00,491.00,491.00,54.14,54.14,54.14
O,2030505,94.09,473.00,473.00,473.00,80.11,80.11,80.11
O,2030510,226.98,317.00,317.00,317.00,28.40,28.40,28.40
O,2030515,281.30,352.00,352.00,352.00,20.09,20.09,20.09
O,2030605,430.00,510.00,510.00,510.00,15.69,15.69,15.69
O,2030610,155.20,510.00,510.00,510.00,69.57,69.57,69.57
O,2030780,0.00,486.00,486.00,486.00,100.00,100.00,100.00
O,2280505,399.74,533.00,533.00,533.00,25.00,25.00,25.00
O,2280510,272.46,533.00,533.00,533.00,48.88,48.88,48.88
O,2280515,399.74,533.00,533.00,533.00,25.00,25.00,25.00
O,2280520,399.74,533.00,533.00,533.00,25.00,25.00,25.00
O,2280525,389.94,533.00,533.00,533.00,26.84,26.84,26.84
O,2280530,399.74,533.00,533.00,533.00,25.00,25.00,25.00
O,2280535,399.74,533.00,533.00,533.00,25.00,25.00,25.00
O,2280540,399.74,533.00,533.00,533.00,25.00,25.00,25.00
O,2280545,399.74,533.00,533.00,533.00,25.00,25.00,25.00
O,2280550,399.74,533.00,533.00,533.00,25.00,25.00,25.00
O,2280555,125.90,533.00,533.00,533.00,76.38,76.38,76.38
O,2280560,399.74,533.00,533.00,533.00,25.00,25.00,25.00
O,2280565,119.59,533.00,533.00,533.00,77.56,77.56,77.56
O,2280570,399.74,533.00,533.00,533.00,25.00,25.00,25.00
O,2280575,333.12,533.00,533.00,533.00,37.50,37.50,37.50
O,2280580,399.74,533.00,533.00,533.00,25.00,25.00,25.00
O,2280585,157.97,533.00,533.00,533.00,70.36,70.36,70.36
O,2280590,399.74,533.00,533.00,533.00,25.00,25.00,25.00
O,2280595,399.73,533.00,533.00,533.00,25.00,25.00,25.00
O,2280597,399.73,533.00,533.00,533.00,25.00,25.00,25.00
O,2281005,137.60,533.00,533.00,533.00,74.18,74.18,74.18
O,2281010,377.53,533.00,533.00,533.00,29.17,29.17,29.17
O,2281015,399.74,533.00,533.00,533.00,25.00,25.00,25.00
O,2281020,399.73,533.00,533.00,533.00,25.00,25.00,25.00
O,2281025,399.74,533.00,533.00,533.00,25.00,25.00,25.00
O,2281030,333.11,533.00,533.00,533.00,37.50,37.50,37.50
O,2281035,157.97,533.00,533.00,533.00,70.36,70.36,70.36
O,2281040,399.74,533.00,533.00,533.00,25.00,25.00,25.00
O,2281045,399.73,533.00,533.00,533.00,25.00,25.00,25.00
O,2281050,199.01,533.00,533.00,533.00,62.66,62.66,62.66
O,2281055,333.12,533.00,533.00,533.00,37.50,37.50,37.50
O,2281060,333.12,533.00,533.00,533.00,37.50,37.50,37.50
O,2282005,94.98,191.00,191.00,191.00,50.27,50.27,50.27
O,2282010,94.98,191.00,191.00,191.00,50.27,50.27,50.27
O,2282015,94.99,191.00,191.00,191.00,50.27,50.27,50.27
O,2282020,143.17,191.00,191.00,191.00,25.04,25.04,25.04
O,2282520,0.00,490.00,490.00,490.00,100.00,100.00,100.00
O,2282525,0.00,414.25,414.25,414.25,100.00,100.00,100.00
O,2282570,0.00,428.00,428.00,428.00,100.00,100.00,100.00
O,2282575,0.00,535.00,535.00,535.00,100.00,100.00,100.00
O,2283015,367.49,490.00,490.00,490.00,25.00,25.00,25.00
O,2283030,320.71,535.00,535.00,535.00,40.05,40.05,40.05
O,2283050,98.92,132.00,132.00,132.00,25.06,25.06,25.06
O,2283055,98.92,132.00,132.00,132.00,25.06,25.06,25.06
O,2283060,62.19,132.00,132.00,132.00,52.89,52.89,52.89
O,2283065,98.92,132.00,132.00,132.00,25.06,25.06,25.06
O,2283070,98.92,132.00,132.00,132.00,25.06,25.06,25.06
O,2283075,77.89,132.00,132.00,132.00,40.99,40.99,40.99
O,2283080,62.22,132.00,132.00,132.00,52.86,52.86,52.86
O,2283085,77.87,132.00,132.00,132.00,41.01,41.01,41.01
O,2283090,98.92,132.00,132.00,132.00,25.06,25.06,25.06
O,2283095,98.91,132.00,132.00,132.00,25.07,25.07,25.07
O,2283505,0.00,292.00,292.00,292.00,100.00,100.00,100.00
O,2283510,0.00,211.00,211.00,211.00,100.00,100.00,100.00
O,2283515,59.96,123.00,123.00,123.00,51.25,51.25,51.25
O,2283520,0.00,148.00,148.00,148.00,100.00,100.00,100.00
O,2283525,0.00,153.00,153.00,153.00,100.00,100.00,100.00
O,2283530,0.00,33.21,33.21,33.21,100.00,100.00,100.00
O,2283540,0.00,123.00,123.00,123.00,100.00,100.00,100.00
O,2283545,0.00,33.21,33.21,33.21,100.00,100.00,100.00
O,2283550,0.00,99.00,99.00,99.00,100.00,100.00,100.00
O,2283555,0.00,123.00,123.00,123.00,100.00,100.00,100.00
O,2283560,60.18,357.00,357.00,357.00,83.14,83.14,83.14
O,2283570,98.98,132.00,132.00,132.00,25.02,25.02,25.02
O,2284005,12.12,56.57,56.57,56.57,78.58,78.58,78.58
O,2284010,13.53,44.60,44.60,44.60,69.66,69.66,69.66
O,2284015,42.39,57.00,57.00,57.00,25.63,25.63,25.63
O,2284020,42.38,57.00,57.00,57.00,25.65,25.65,25.65
O,2284025,27.28,44.60,44.60,44.60,38.83,38.83,38.83
O,2284030,0.00,8.92,8.92,8.92,100.00,100.00,100.00
O,2286005,322.64,636.00,636.00,636.00,49.27,49.27,49.27
O,2286010,293.91,392.00,392.00,392.00,25.02,25.02,25.02
O,2286015,191.08,382.50,382.50,382.50,50.04,50.04,50.04
O,2286020,312.46,417.00,417.00,417.00,25.07,25.07,25.07
O,2286505,394.44,526.50,526.50,526.50,25.08,25.08,25.08
O,2286510,337.36,450.00,450.00,450.00,25.03,25.03,25.03
O,2286512,194.31,390.00,390.00,390.00,50.18,50.18,50.18
O,2286515,284.78,380.00,380.00,380.00,25.06,25.06,25.06
O,2286517,163.38,356.50,356.50,356.50,54.17,54.17,54.17
O,2286520,337.56,450.00,450.00,450.00,24.99,24.99,24.99
O,2286522,194.16,390.00,390.00,390.00,50.22,50.22,50.22
O,2286525,152.44,418.50,418.50,418.50,63.57,63.57,63.57
O,2286527,142.40,351.00,351.00,351.00,59.43,59.43,59.43
O,2286530,0.00,138.00,138.00,138.00,100.00,100.00,100.00
O,2286535,417.43,696.00,696.00,696.00,40.02,40.02,40.02
O,2286540,168.31,675.00,675.00,675.00,75.07,75.07,75.07
O,2286545,244.26,695.00,695.00,695.00,64.85,64.85,64.85
O,2287015,627.29,837.00,837.00,837.00,25.05,25.05,25.05
O,2287020,361.91,483.00,483.00,483.00,25.07,25.07,25.07
O,2287030,217.24,428.00,428.00,428.00,49.24,49.24,49.24
O,2287035,285.26,381.00,381.00,381.00,25.13,25.13,25.13
O,2287037,335.68,448.00,448.00,448.00,25.07,25.07,25.07
O,2287040,325.92,435.00,435.00,435.00,25.08,25.08,25.08
O,2287045,550.23,734.00,734.00,734.00,25.04,25.04,25.04
O,2287050,387.62,517.00,517.00,517.00,25.03,25.03,25.03
O,2287505,461.34,615.00,615.00,615.00,24.99,24.99,24.99
O,2287510,209.56,328.00,328.00,328.00,36.11,36.11,36.11
O,2287515,356.98,476.00,476.00,476.00,25.00,25.00,25.00
O,2288005,323.30,431.00,431.00,431.00,24.99,24.99,24.99
O,2288007,193.74,374.00,374.00,374.00,48.20,48.20,48.20
O,2288010,323.29,431.00,431.00,431.00,24.99,24.99,24.99
O,2288012,193.81,374.00,374.00,374.00,48.18,48.18,48.18
O,2288015,273.62,365.00,365.00,365.00,25.04,25.04,25.04
O,2288017,162.39,342.00,342.00,342.00,52.52,52.52,52.52
O,2288020,378.56,505.00,505.00,505.00,25.04,25.04,25.04
O,2288022,247.77,667.00,667.00,667.00,62.85,62.85,62.85
O,2288025,247.77,667.00,667.00,667.00,62.85,62.85,62.85
O,2288030,0.00,645.50,645.50,645.50,100.00,100.00,100.00
